Position,Track_Name,Artist,Streams,Date,Region
145,Pas de remords,Hamza,25079,2017-10-29,fr
146,Α. Nwaar Is The New Black,Damso,24977,2017-10-29,fr
147,Call On Me - Ryan Riback Extended Remix,Starley,24925,2017-10-29,fr
148,Strip That Down,Liam Payne,24581,2017-10-29,fr
149,Infréquentables,Dosseh,24521,2017-10-29,fr
150,Congratulations,Post Malone,24501,2017-10-29,fr
151,D.M.B,Niska,24465,2017-10-29,fr
152,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,24177,2017-10-29,fr
153,Roro,Ninho,24166,2017-10-29,fr
154,Tired - Kygo Remix,Alan Walker,24097,2017-10-29,fr
155,La Provence,Hooss,24065,2017-10-29,fr
156,Yeux disent,Lomepal,23837,2017-10-29,fr
157,HUMBLE.,Kendrick Lamar,23466,2017-10-29,fr
158,Highlander,S.Pri Noir,23182,2017-10-29,fr
159,Mi Gyal,Hamza,23101,2017-10-29,fr
160,Waterfall,Petit Biscuit,22953,2017-10-29,fr
161,Mama,Jonas Blue,22894,2017-10-29,fr
162,How Long,Charlie Puth,22845,2017-10-29,fr
163,Mehdi,Marwa Loud,22776,2017-10-29,fr
164,HLM ou Palace,Ninho,22614,2017-10-29,fr
165,Jodeci Mob,Hamza,22612,2017-10-29,fr
166,Chocolat (feat. Awa),Lartiste,22594,2017-10-29,fr
167,Personne,Bigflo & Oli,22542,2017-10-29,fr
168,Cash Time,Hamza,22518,2017-10-29,fr
169,À part ça,Naps,22463,2017-10-29,fr
170,1994,Hamza,22444,2017-10-29,fr
171,"Pierre, feuille, papier, ciseaux",Columbine,22411,2017-10-29,fr
172,Pardon,MMZ,22304,2017-10-29,fr
173,Something Just Like This,The Chainsmokers,22123,2017-10-29,fr
174,Dita (feat. Hös),Ninho,22029,2017-10-29,fr
175,Silicone,Hamza,21807,2017-10-29,fr
176,Oh bah oui,Lacrim,21686,2017-10-29,fr
177,100 rêves,DTF,21513,2017-10-29,fr
178,Aloha,Møme,21350,2017-10-29,fr
179,2U (feat. Justin Bieber),David Guetta,21261,2017-10-29,fr
180,One Dance,Drake,21130,2017-10-29,fr
181,Super Far,LANY,21095,2017-10-29,fr
182,Les menottes (Tching Tchang Tchong),L'Algérino,21034,2017-10-29,fr
183,Pourquoi,Ninho,21023,2017-10-29,fr
184,Rx (Medicate),Theory of a Deadman,20989,2017-10-29,fr
185,Look What You Made Me Do,Taylor Swift,20880,2017-10-29,fr
186,Cellophané,Rim'K,20798,2017-10-29,fr
187,Ζ. Kietu,Damso,20585,2017-10-29,fr
188,Bodak Yellow,Cardi B,20535,2017-10-29,fr
189,Shine on my Way,Diva Faune,20505,2017-10-29,fr
190,Carbozo,Ninho,20430,2017-10-29,fr
191,Galway Girl,Ed Sheeran,20291,2017-10-29,fr
192,Bad Boy (feat. Aya Nakamura),Fally Ipupa,20057,2017-10-29,fr
193,Naha,PNL,20049,2017-10-29,fr
194,Young Dumb & Broke,Khalid,20011,2017-10-29,fr
195,I Feel It Coming,The Weeknd,19865,2017-10-29,fr
196,Vatos,Timal,19830,2017-10-29,fr
197,Boyz N The Hood,Kaaris,19806,2017-10-29,fr
198,Sunset Lover,Petit Biscuit,19746,2017-10-29,fr
199,Bagarre,Alonzo,19713,2017-10-29,fr
200,Snitch,Kalash,19668,2017-10-29,fr
1,Mwaka Moon,Kalash,328781,2017-10-30,fr
2,Basique,Orelsan,197549,2017-10-30,fr
3,Salé,Niska,194644,2017-10-30,fr
4,Défaite de famille,Orelsan,180213,2017-10-30,fr
5,Réseaux,Niska,171749,2017-10-30,fr
6,Zone (feat. Nekfeu & Dizzee Rascal),Orelsan,152420,2017-10-30,fr
7,San,Orelsan,152193,2017-10-30,fr
8,Notes pour trop tard (feat. Ibeyi),Orelsan,150850,2017-10-30,fr
9,rockstar,Post Malone,146712,2017-10-30,fr
10,La fête est finie,Orelsan,146162,2017-10-30,fr
11,Christophe (feat. Maître Gims),Orelsan,137772,2017-10-30,fr
12,Tuba Life,Niska,136196,2017-10-30,fr
13,La pluie (feat. Stromae),Orelsan,132359,2017-10-30,fr
14,Paradis,Orelsan,131445,2017-10-30,fr
15,Tout va bien,Orelsan,128241,2017-10-30,fr
16,Quand est-ce que ça s'arrête,Orelsan,124614,2017-10-30,fr
17,Bonne meuf,Orelsan,120983,2017-10-30,fr
18,Havana,Camila Cabello,118855,2017-10-30,fr
19,Dusk Till Dawn - Radio Edit,ZAYN,114394,2017-10-30,fr
20,Medellín,Niska,112648,2017-10-30,fr
21,La lumière,Orelsan,108389,2017-10-30,fr
22,Madre mia (feat. Ninho),Sadek,106757,2017-10-30,fr
23,"Dans ma ville, on traîne",Orelsan,106533,2017-10-30,fr
24,De l'autre côté (feat. Nekfeu),Ninho,98868,2017-10-30,fr
25,Glorious (feat. Skylar Grey),Macklemore,97760,2017-10-30,fr
26,Mamacita,Ninho,95790,2017-10-30,fr
27,Mobali,Siboy,92699,2017-10-30,fr
28,Je pense à toi,Hornet La Frappe,89668,2017-10-30,fr
29,Unforgettable,French Montana,83531,2017-10-30,fr
30,New Rules,Dua Lipa,82560,2017-10-30,fr
31,Dommage,Bigflo & Oli,81909,2017-10-30,fr
32,Story X,Niska,78010,2017-10-30,fr
33,Feel It Still,Portugal. The Man,75840,2017-10-30,fr
34,What Lovers Do (feat. SZA),Maroon 5,74383,2017-10-30,fr
35,Ε. Signaler,Damso,73857,2017-10-30,fr
36,Papa allo,Alonzo,73839,2017-10-30,fr
37,Kébra,Kaaris,73282,2017-10-30,fr
38,Thunder,Imagine Dragons,71344,2017-10-30,fr
39,Θ. Macarena,Damso,68284,2017-10-30,fr
40,What About Us,P!nk,68105,2017-10-30,fr
41,All Stars,Martin Solveig,65822,2017-10-30,fr
42,Feels,Calvin Harris,65635,2017-10-30,fr
43,Shape of You,Ed Sheeran,64135,2017-10-30,fr
44,Perfect,Ed Sheeran,62546,2017-10-30,fr
45,Rose,Ninho,62241,2017-10-30,fr
46,Gucci Gang,Lil Pump,61597,2017-10-30,fr
47,Katchi (Ofenbach vs. Nick Waterhouse),Ofenbach,60808,2017-10-30,fr
48,Chasse à l'homme,Niska,60436,2017-10-30,fr
49,N. J Respect R,Damso,60396,2017-10-30,fr
50,Life,Hamza,59759,2017-10-30,fr
51,Stargazing,Kygo,59059,2017-10-30,fr
52,Lonely Together (feat. Rita Ora),Avicii,57099,2017-10-30,fr
53,Elle m'a eu,Ninho,56825,2017-10-30,fr
54,"Je suis gninnin, je suis bien",Kaaris,56120,2017-10-30,fr
55,More Than You Know,Axwell /\ Ingrosso,55353,2017-10-30,fr
56,Let You Down,NF,54787,2017-10-30,fr
57,1-800-273-8255,Logic,52788,2017-10-30,fr
58,Too Good At Goodbyes - Edit,Sam Smith,51944,2017-10-30,fr
59,Suis-moi,Alonzo,51920,2017-10-30,fr
60,Attention,Charlie Puth,51450,2017-10-30,fr
61,Snapchat,Niska,51377,2017-10-30,fr
62,Fume à fond,Lorenzo,51149,2017-10-30,fr
63,Silence,Marshmello,50455,2017-10-30,fr
64,Without You (feat. Sandro Cavazza),Avicii,49849,2017-10-30,fr
65,La vache,Sadek,49578,2017-10-30,fr
66,Dozo,Kaaris,49270,2017-10-30,fr
67,Γ. Mosaïque solitaire,Damso,48231,2017-10-30,fr
68,No Roots,Alice Merton,48210,2017-10-30,fr
69,B.O.C,Niska,47877,2017-10-30,fr
70,Jusqu'au dernier gramme,PNL,47693,2017-10-30,fr
71,Laisse pas traîner ton fils (feat. Sofiane),Ninho,47573,2017-10-30,fr
72,Reine,Dadju,47322,2017-10-30,fr
73,Juste une minute,Hamza,46128,2017-10-30,fr
74,Vibes,Hamza,45866,2017-10-30,fr
75,Dead ça,Hornet La Frappe,45605,2017-10-30,fr
76,Ah bon ?,Niska,44664,2017-10-30,fr
77,Gramme 2 peuf,Hornet La Frappe,44155,2017-10-30,fr
78,Amour X,Niska,44020,2017-10-30,fr
79,Versus,Niska,43963,2017-10-30,fr
80,Tous les mêmes,Lacrim,43827,2017-10-30,fr
81,Koussi koussa,Kalash,43639,2017-10-30,fr
82,Twerk dans l'binks,Niska,43282,2017-10-30,fr
83,Favélas,Niska,43186,2017-10-30,fr
84,La wewer,Niska,43066,2017-10-30,fr
85,Mi Corazón,DJ Sem,42676,2017-10-30,fr
86,Wild Thoughts,DJ Khaled,42426,2017-10-30,fr
87,I Like Me Better,Lauv,42318,2017-10-30,fr
88,Sorry Not Sorry,Demi Lovato,42065,2017-10-30,fr
89,Le sens des affaires,Naps,41861,2017-10-30,fr
90,Wolves,Selena Gomez,41451,2017-10-30,fr
91,Mi Gente (feat. Beyoncé),J Balvin,39667,2017-10-30,fr
92,Mucho Love,Hamza,39625,2017-10-30,fr
93,OK,Robin Schulz,39393,2017-10-30,fr
94,Lové (feat. Gradur),Ninho,39287,2017-10-30,fr
95,H&M,Niska,39056,2017-10-30,fr
96,Chino,Ninho,38967,2017-10-30,fr
97,Ma fierté,Dadju,38767,2017-10-30,fr
98,MMM,Naza,38552,2017-10-30,fr
99,Friends (with BloodPop®),Justin Bieber,38428,2017-10-30,fr
100,It Won't Kill Ya,The Chainsmokers,37933,2017-10-30,fr
101,Onizuka,PNL,37828,2017-10-30,fr
102,A Different Way (with Lauv),DJ Snake,37631,2017-10-30,fr
103,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,37497,2017-10-30,fr
104,Drôle de dame,Jul,37305,2017-10-30,fr
105,Me Rehúso,Danny Ocean,37297,2017-10-30,fr
106,Joga o Bum Bum Tamtam,MC Fioti,37148,2017-10-30,fr
107,Good Old Days (feat. Kesha),Macklemore,36297,2017-10-30,fr
108,O'KCLH,4Keus Gang,36265,2017-10-30,fr
109,Your Song,Rita Ora,35948,2017-10-30,fr
110,Mi Gente,J Balvin,35860,2017-10-30,fr
111,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,35763,2017-10-30,fr
112,Maghrébin,Hornet La Frappe,35172,2017-10-30,fr
113,Fly (feat. Amara Abonta),Ødyssey,35039,2017-10-30,fr
114,Dans la lune,Sadek,34697,2017-10-30,fr
115,Comme prévu,Ninho,34395,2017-10-30,fr
116,Maléfique,Djadja & Dinaz,34281,2017-10-30,fr
117,There's Nothing Holdin' Me Back,Shawn Mendes,34120,2017-10-30,fr
118,Ce soir ne sors pas,Lacrim,33409,2017-10-30,fr
119,There for You,Martin Garrix,33186,2017-10-30,fr
120,Ghetto,Benash,33146,2017-10-30,fr
121,XO TOUR Llif3,Lil Uzi Vert,32773,2017-10-30,fr
122,Alors alors,Bigflo & Oli,32459,2017-10-30,fr
123,Rich Love (with Seeb),OneRepublic,32265,2017-10-30,fr
124,La tête dans les nuages,Jul,32097,2017-10-30,fr
125,Judy Moncada,Lacrim,31579,2017-10-30,fr
126,Mauvaise graine,Nekfeu,31412,2017-10-30,fr
127,Ma jolie,Jul,31305,2017-10-30,fr
128,Bank Account,21 Savage,31170,2017-10-30,fr
129,Tenue de motard 4,Djadja & Dinaz,31138,2017-10-30,fr
130,Believer,Imagine Dragons,30933,2017-10-30,fr
131,PDCV (Pas dans cette vie),Dosseh,30891,2017-10-30,fr
132,En leuleu (feat. Niska),Sadek,30281,2017-10-30,fr
133,Jocelyn Flores,XXXTENTACION,29954,2017-10-30,fr
134,Godzilla,Hamza,29874,2017-10-30,fr
135,Catchu Catchu,Lartiste,29854,2017-10-30,fr
136,Shine on my Way,Diva Faune,29758,2017-10-30,fr
137,Comportement,Aya Nakamura,29621,2017-10-30,fr
138,B. #QuedusaalVie,Damso,29313,2017-10-30,fr
139,Ce soir (feat. Alonzo),Ninho,29189,2017-10-30,fr
140,Pas de remords,Hamza,29067,2017-10-30,fr
141,Bené,PNL,29037,2017-10-30,fr
142,Strip That Down,Liam Payne,28895,2017-10-30,fr
143,Α. Nwaar Is The New Black,Damso,28714,2017-10-30,fr
144,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,28644,2017-10-30,fr
145,Mask Off,Future,28458,2017-10-30,fr
146,Mauvaise journée,Jul,28102,2017-10-30,fr
147,Tired - Kygo Remix,Alan Walker,27691,2017-10-30,fr
148,Yeux disent,Lomepal,27543,2017-10-30,fr
149,Ouloulou,Dabs,27505,2017-10-30,fr
150,D.M.B,Niska,27452,2017-10-30,fr
151,La Provence,Hooss,27379,2017-10-30,fr
152,Congratulations,Post Malone,27295,2017-10-30,fr
153,Infréquentables,Dosseh,27239,2017-10-30,fr
154,Mi Gyal,Hamza,26852,2017-10-30,fr
155,Jodeci Mob,Hamza,26791,2017-10-30,fr
156,How Long,Charlie Puth,26773,2017-10-30,fr
157,Roro,Ninho,26761,2017-10-30,fr
158,Mehdi,Marwa Loud,26727,2017-10-30,fr
159,HUMBLE.,Kendrick Lamar,26336,2017-10-30,fr
160,Super Far,LANY,26308,2017-10-30,fr
